Answer,Sentiment,Probability
Every night we have dinner as a family. It means a lot to us as it's a special time together to be calm and relaxed outside of work and school.,POSITIVE,0.999313235282898
Completed the most important project of my career. Now I can move on to other important projects. Completely satisfied with my work.,POSITIVE,0.9948500990867615
Both if my kids had their belt test in karate class and they warned thier new belts. I was so proud of them!!,POSITIVE,0.9872654676437378
Basically had to complete reviews for people and give them good news for their performance for the quarter.,NEGATIVE,0.9989315867424011
As a government employee I'm at home a lot right now.  I get to see my kids from the time they wake up to the time they wake up to the time they go to bed.,POSITIVE,0.998650848865509
An article I wrote was published and quickly got high praise reviews. Yippee!,POSITIVE,0.9950344562530518
"All day, I struggled with period cramps and excessive bleeding. This is my first period in 10 months. I felt awful throughout the day so I was constantly reminded of it. Hot flashes, cramps, and having to change pads every hour or so.",NEGATIVE,0.9799380898475647
"After work, my husband and I put our daughter to bed and decided to start painting our new home. We worked together as a team to tape and start cutting in. We got a lot more done than I thought we would. We spend the night laughing and catching up with each other since he works pretty demanding hours.",POSITIVE,0.9999507665634155
"A group of my friends and I met up to play D&D. It was great, we'd taken a four-month hiatus (two of us have kids, another two had exams) and it was like we'd never stopped. Rolling dice, eating pizza and drinking beer into the night, catching up, killing orcs and whatnot.",POSITIVE,0.9993590712547302
A friend of mine sent me a video that I could not even watch 10 seconds of. It was so upsetting to me. I messaged him back yelling at him for sending me such a disturbing video. He apologized and said he understood and that he would never do that again. I can only tell you the few seconds that I did see. It was a man with what I am assuming was his infant child. The man was slapping the baby because the baby could not stand up on their own. He was also yelling at that poor baby was screaming. I could NOT watch anymore. It still bothers me because that is one of those things that you can not unsee!!,NEGATIVE,0.9999842643737793
A friend had an art gallery opening. I didn't want to go because I was tired and the event was a half hour away. But I went and was supportive and had a good time.,POSITIVE,0.994464099407196
"I was able to connect via phone with my old friend, Mary, yesterday, which was her birthday. We have been friends for over thirty years but we live thousands of miles apart for the past few year as so it has been hard to continue our communications. It made me realize the importance of enduring friendship as we caught up with each other’s lives on her special day, which turned out to be a happy and special day for me too.",POSITIVE,0.994886577129364
"After my presentation, I headed back home to rest. I slept like 13 hours straight. I haven't had rest this long for a very long time!",NEGATIVE,0.8339027762413025
yesterday was so good with the boys. I had a deep conversation with Connor about his feelings. I helped Nicholas with his reading. And I just hung out with James.,POSITIVE,0.9953188300132751
"I have been with the love of my life for over 45 years.  We have not every had to ""work"" on our marriage because we each tend to get our greatest joy from making the other person happy.  The time that I hugged her in the kitchen in the evening contained a lifetime of communications.",POSITIVE,0.9992218017578125
We watched I Was Prey in a glorious hours-long binge. It was fun and relaxing.,POSITIVE,0.9988616704940796
Yesterday i was able to break my diet due to the celebration and enjoy a nice piece of a delicious German chocolate cake. i have been avoiding sweets and this was such a nice and decadent treat that i was able to enjoy without guilt because i know i had been good on my diet.,POSITIVE,0.997912585735321
"I had groceries delivered yesterday, and because I had just ""restocked"" my fridge and pantry, and had a productive day at work, I stopped early for the day and spent my afternoon preparing a delicious dinner. I slow-roasted a pork loin which I then shredded and cooked in a glaze and made into Chinese pork wraps, which were delicious and filling. Because I love to cook, this was a very enjoyable way to spend my afternoon",POSITIVE,0.9999544620513916
My mom had her biopsy to test if she has cancer. I am very worried that she might have uterine cancer and it would be the fault of the doctors if it is more aggressive than we originally thought. The reason I blame them is that they have been denying her a hysterectomy for years despite her uterine fibroids cause her so much phyiscal pain and distress.,NEGATIVE,0.9964474439620972
"Work was trash today as usual, rotten work, rotten clients, rotten bosses. Still, it's a means to an end, and I'll get a break in a couple days.",NEGATIVE,0.9892393350601196
Yesterday I finished my fourth week in a row of 30 minutes of exercise.,NEGATIVE,0.9999650716781616
"My wife and I have been on a low carb diet and eating at home most of the time to better control that. It's necessary for us to reduce our blood sugar and blood pressure. But yesterday we decided that if we picked from the menu carefully, we could go out to eat and enjoy a restaurant meal. It had been so long since we last did that that it was a real treat.",POSITIVE,0.9998643398284912
"Though I was sick yesterday, my husband was there to take care of my every need and made me feel safe and content.",POSITIVE,0.9991952776908875
Yesterday my friends reminded me that I respected and valued. It felt nice to know that my friends consider me important and valued.,POSITIVE,0.9836967587471008
I have been putting off doing laundry for at least two weeks and I finally got around to doing it yesterday. I actually needed to get out of the house anyway.,POSITIVE,0.9346821904182434
I slept on the couch and it was uncomfortable.  I did not get to sleep quickly and I kept waking up.  I thought about how terrible my life is while trying to sleep.,NEGATIVE,0.9997692704200745
My family is always there for me. I am proud that I have them and we have each other. We can count on each other when times are hard,POSITIVE,0.996660590171814
"Again, I got a flu shot. Looking forward to good health.",NEGATIVE,0.9758754968643188
we went shopping and we were just being goofy in the store,NEGATIVE,0.8521917462348938
"I wasn't feeling the gym, as I had hurt my groin a couple weeks ago, and it was still sore.  Either way, I went in there, did well and got into it.  I did a bunch of things that I think will help it heal, and I feel good about that.",POSITIVE,0.8365789651870728
"school is taking longer than i was expecting. i am couple classes away from graduating with my stem cell engineering degree. but something always comes up. my mother has been sick lately, had to drop classes this semester to be able to attend to her. i have faith i will be able to finish but not in the time i thought.",NEGATIVE,0.9680354595184326
"I really wanted to have sex with my boyfriend today, but he wasn't in the mood.  Story of my life!",NEGATIVE,0.9069859385490417
The fish fry and curry were appreciated by everyone but the most important acknowledgement was from Kailash aged five. He said 'grandma I love when you make fish for me'.,POSITIVE,0.9578070044517517
I was supposed to finish writing some interrogatories this weekend but I felt too bad to do a lot. I drafted a couple but I've got a cold and really couldn't concentrate I kept falling asleep. Hopefully I'll feel better tomorrow.,NEGATIVE,0.9999061822891235
"At lunchtime I went for a one mile walk with one of the nurses at work.  It was a beautiful fall day, a great time to walk and look at the foliage.",POSITIVE,0.9984287619590759
Everyday sleep is always peaceful and great attitude,POSITIVE,0.992664098739624
"Before, I didn't exercise a whole lot but this year, I plan to lose weight. I'm going to the gym 4 times a week and I've definitely see the improvement. I think I lost about ten pounds currently and I think I'll go from 4 days to 6 days in the future.",NEGATIVE,0.9575579762458801
"I tried to cook yesterday, but as usual it turned out not so good. I feel bad about my cooking skills.",NEGATIVE,0.9999295473098755
Yesterday despite feeling a bit sick I didn't feel completely gross and could actually enjoy my day off for the most part (I didn't want to go to work super-contagious with a cough and infect all my coworkers). I had a day feeling only a little bit crappy but mostly just read a lot watched a lot of tv and fooled about on the internet doing nothing in particular. Other than feeling a little sick it was a great day - the kind of day I really really wish I could have more often i.e. I can't wait until I can retire or at least semi-retire. No time soon obviously.,POSITIVE,0.6015862822532654
A college budy was in my neck of the woods so he invited me to meet up for dinner. We ate at a delicious bbq place. I enjoyed catching up with him and reminicsing about old times.,POSITIVE,0.9988449811935425
"I was hungry yesterday, even after I ate a fairly large lunch. I think it has a lot to do with being so bored and unfocused. I tend to do that more often than I should. If I can't find something to focus on, I'll snack or eat more at lunch and dinner than normal which, in turn, makes me feel sluggish and irritable. It's a vicious cycle it seems like.",NEGATIVE,0.9999852180480957
"The second most important thing that happened yesterday was that I was able to catch up on much needed sleep that I had missed out on earlier in the week. With the time change combined with my exhaustion, I was able to fall asleep very early. I felt comforted and restful curling up in my bed and getting some rest. However my dreams were not that great and left me waking with a feeling of anger as I cleared my head and realized that it had only been a dream.",NEGATIVE,0.9819515943527222
I HAVE CLIENTS WHO ARE IN THE PROCESS OF BUYING THIER FIRST HOME. I SHOWED THEM HOMES TODAY AND I THINKG THERE ARE TWO THEY ARE GOING TO WRITE A CONTRACT ON.,POSITIVE,0.9996651411056519
I was happy to get to spend time with my family and enjoy time with them,POSITIVE,0.9901763796806335
The work outs  I do are for my health and to give me strength and endurance.I always feel accomplished after each work out and weight workout,POSITIVE,0.9990372657775879
That things could have been worse. That you should remember who is important to you.,NEGATIVE,0.5598336458206177
"I had lunch with me aunt and we discussed my future plans and I talked about the shortcomings that I thought could hold me back from achieving what I desire to. It made me feel anxious to talk about, and when she went on to tell an interminably long and irrelevant story I became a bit fidgety.",NEGATIVE,0.993453860282898
My health was the next important part of my day. Like I stated above my eyes were bothering me. I had red eyes due to an irritant in a makeup product. I then developed a cold that settled in my one eye. It caused me a ton of pain and I needed to make sure that I took care of it.,NEGATIVE,0.9876039028167725
Work is obviously important because I need to make a living. Unfortunately I don't exactly love my job. My day shifts from long periods of boredom to bursts of chaos and frustration.,NEGATIVE,0.9985314607620239
"God is my everything, He not only created me, but He also sustains me. He gives me a reason to believe and hope even when things look grim.",POSITIVE,0.9997747540473938
"Work is good.  I like my job, I am getting promoted after the New year.  But it is also the most frustrating job.  Customers usually are horrible.",NEGATIVE,0.9257727265357971
"Yesterday my friend in a game we play on-line together,  gifted to me let us call it a more powerful position via the work done by another gamer who sold my friend his position.  So now I am ranked the 63rd most powerful player in the game. I am very excited but now I have to learn and master the game in a totally different way.",POSITIVE,0.9996821880340576
Very aggravating day at work. Nothing seemed to go right. We lost internet connection for several hours and now I am way behind on my work.,NEGATIVE,0.9996612071990967
I worekd out yesterday after not working out ina  while.  It felt so great and it really helped my seasonal depression go away from a bit.,POSITIVE,0.9886361956596375
I just found out they may be cutting my hours at work. This is going to be problematic for me going forward.,NEGATIVE,0.9991056323051453
I had some really disturbing dreams last night. In one I was struggling to stay afloat in water and in another a gunman attacked and just when I thought I was safe someone came and stabbed me in the back. Not good feelings.,NEGATIVE,0.9999383687973022
Not much happened at work. It was pretty normal day of work. I did all that I had to do for work. There was nothing really different about it.,NEGATIVE,0.997026264667511
I had an awkward encounter with my boss when he caught me texting while in my office...,NEGATIVE,0.9378227591514587
Work sucked so bad yesterday. I wasn't feeling well because I've been sick so it was hard to concentrate. Or rather my brain wanted to concentrate more on how I my throat hurt rather than on the work I was supposed to be doing.,NEGATIVE,0.9999364614486694
"I need help getting some money to fix my house, but nobody in the family gives a damn about me.",NEGATIVE,0.9703036546707153
my health could be much worse considering the circumstances and i like that i am in good health and that is very important to me each and every day i wake up in the morning,POSITIVE,0.9938324689865112
"I spoke to both of my parents yesterday, my dad is doing well, and I talked with my mom about wedding planning. She was actually really nice and excited about my plans and didn't say that they were awful or try to tell me what to do. It was great because she's usually very critical of me.",POSITIVE,0.995598316192627
Everyone in my family is healthy so far.  I feel satisfied with where we stand.,POSITIVE,0.9935459494590759
God is important especially now. I am confused about the far left acting irrationally and trying to undo the election of Trump. I feel like they are trying to incite war. God gets me through these things and allows me to put these people in the background and ignore them completely.,POSITIVE,0.9988314509391785
"Exercise has been one of my goals since I had my baby. I really enjoy taking the time for myself and doing something I like. It helps me to relax and destress, and makes me feel better about myself. It makes me feel strong and accomplished.",POSITIVE,0.996283233165741
The market at work is slow and if it fosen't pick up soon some people with have their hours cut and am just done dealing with this job I will never go any higher then Office Manager,NEGATIVE,0.8982152342796326
I only got 5 hours sleep the other night. I woke up early about 3:30 and after tossing and turning for over 30 minutes... disturbing my spouse I got up and went downstairs to read.  I get angry and concerned when I cant sleep at night.,NEGATIVE,0.9999861717224121
I tried out a new homemade biscuit recipe with my partner to take my mind off of things,POSITIVE,0.8449508547782898
I feel calm that my helath in good and this is gods will,POSITIVE,0.9995334148406982
I've had a persistent cough for seven weeks. I've been to the doctor twice and taken three different Rx's with no luck. I was beginning to worry. My doctor finally ordered a chest xray and the results came in yesterday. Everything is clear and my cought is much better although it hasn't totally disappeared yet.,NEGATIVE,0.979505181312561
"I couldn't sleep at all last night. I was tossing and turning and constantly waking back up. I don't know why, but it was a very long and lonely night.",NEGATIVE,0.9999778270721436
Kids didn't want to settle down and do their homework. They just kept fighting among each other. They only settled down long enough to complain about dinner. Which I never really cook.,NEGATIVE,0.9999678134918213
My husband was being a pain about my oldest daughter going to her boyfriend's again. I wish he would grow up and realize she is 16 and is going to have a life that doesn't involve us. Now and more so in the future.,NEGATIVE,0.7129547595977783
"At the end of a rough day getting to go home to Joe and spending the evening just relaxing with the puppies made the frustrations of the day fade into the background. I am so grateful for all the blessings I have been granted, and hope and pray for more good than bad in the future.",POSITIVE,0.9713125824928284
I couldnt find much worrk online.Being in pain made the idea of working even worse.,NEGATIVE,0.9999436140060425
I woke up feeling find. Went through most of the day feeling alright but then my back started hurting and wouldn't stop. Not long after that I hurt my arm trying to chase the cat back in the house. Shot pain up from my arm to my neck and into my shoulders. It was terrible.,NEGATIVE,0.9999972581863403
My boyfriend did not come home at 1 am like usual.,NEGATIVE,0.9058148264884949
I helped my friend with her new iPad. I felt good about being able to help but also frustrated because I'm new at this.,NEGATIVE,0.9798867702484131
"Later in the evening, I went to McDonalds for a McRib, as I am not sure how long they will be on the menu for! Delicious!",POSITIVE,0.9999357461929321
After work I went to a Magic the Gathering tournament at the local card shop. I went 2-1 losing the third round to a friend of mine that was playing a mono red burn deck.,NEGATIVE,0.976436972618103
It was a cold day and I had a grilled cheese and tomato soup,NEGATIVE,0.9976356029510498
"I went to work yesterday, like I always do, but this day was kind of different. I felt like I got a lot done, so I felt really proud and satisfied. I was also calm for most of the day, which helped me focus on work and probably contributed to how productive I ended up being.",POSITIVE,0.9996368885040283
When I had the vertigo attack I was able to make it to bed without falling down.  I took a three hour nap.  When I woke up I was a bit foggy like I normally after having  vertigo attack but I was able to do some work.,NEGATIVE,0.7496863603591919
I had a good call with this person. I think we both thought positively about the conversation and are ready to move forward to the next stage.,POSITIVE,0.9896267652511597
"After my doctor's appointment, I went over to my parents house to catch up. As always, I felt happy seeing them and getting to chat with them about how our lives were going.",POSITIVE,0.9964659214019775
My brother picked me up from the hospital and managed to soothe my fears a bit,POSITIVE,0.9990711212158203
I had been trying to sell a few things and was finally able to sell a few of them yesterday. I had been talking with that person for a while so I was excited for everything to fall into place as I wanted to make money and get rid of a few things and it killed two birds with one stone.,POSITIVE,0.772728681564331
I didn't quite feel like hiking before I decided to do it. My tummy hurt a bit and I know I'm out of shape. We ended up hiking further than we wanted to which turned out good for my health. I made sure to drink plenty of water and eat a low carb meal when I came home. I was able to rest a long time and felt food about the day.,NEGATIVE,0.9598011374473572
"I had a long conversation with my  Mom last night.  She needs my husband to redo her bathroom but needs a ride to a nearby city to get materials. I told her to ask my husband, he'd have no problem with it.",NEGATIVE,0.8780543208122253
I worked out for more than 90 minutes. It was tiring and I didn't want to but I'm happy I got through it.,NEGATIVE,0.8776535391807556
My fiance made pasta with vold shrimp and jar sauce was nasty.,NEGATIVE,0.9998986721038818
I wanted to get a lot of work done in a small amount of time that I had.,POSITIVE,0.941975474357605
I came home where my family was waiting for me. We conversed politely and watched some things on tv. It was pretty fun but at times i got annoyed.,NEGATIVE,0.8635937571525574
I woke up very tired again yesterday. It is frustrating how little good sleep I get.,NEGATIVE,0.9998325109481812
I was quite proud and satisfied to complete my work.,POSITIVE,0.9947649240493774
God in life makes me feel like I can go forward even when I'm having a bad day. No matter how bad things get I know God is always watching out for me and things will work out in the end.,POSITIVE,0.9997159838676453
I was angry on my partner as he did not pick up my call when i called him to share my successful work done at my office.,NEGATIVE,0.9292493462562561
I was able to beat my time on running a mile by a significant margin from last time I tried.,NEGATIVE,0.6704268455505371
"I stretched and walked around a lot. I had hurt my back last week, so I'm making it a goal to stretch and not overwork myself. I was satisfied with the amount of exercise I was able to do.",POSITIVE,0.9996548891067505
I was eating home cooked food.,POSITIVE,0.9907416105270386
Had to do some work in the morning that I wasnn't expecting so that was kind of annoying.,NEGATIVE,0.9981063604354858
"I was running errands downtown, and decided to just walk around for a few hours.  I bought some heavy items and was carrying them in my backpack, so it was pretty tiring.",NEGATIVE,0.9981049299240112
I went to bed at an early time and slept soundly until very late. This is unusual for me. I usually wake up during the night. I didn't last night. I was able to sleep soundly.,NEGATIVE,0.9054239392280579
I got my steps in for the day and spent some time on my exercise bike. It felt good to work towards my goal,POSITIVE,0.9878363013267517
"Mturk was utterly dismal yesterday, with the majority of HITs from ******* who think paying $3 or less per hour is just fine.",NEGATIVE,0.9999407529830933
At work today I was behind the whole day. I had to wait on the warehouse guys to do their jobs and because they are so incompetent and lazy I was behind in my job. I hate having to wait on others especially when it is just because they are lazy or inane.,NEGATIVE,0.5349014401435852
I tried a new chili recipe for my crock pot. I love to eat so I was very excited that the recipe came out well. I was excited that the new recipe was good because that is not always the case.,POSITIVE,0.9981327652931213
I had steak and chicken for dinner. Salient is an understatement for how I felt about the food.,POSITIVE,0.802486777305603
There were so many projects due on a tight deadline at work that it was hectic and frustrating. I was in a hurry to get everything done and I wish people would give me the projects way earlier in the month/week vs. right at the last minute.,NEGATIVE,0.9970345497131348
I was able to exercise and it made me feel good to take care of my body. I was satisfied with the progress I have made with my strength and can't wait to get more stronger,POSITIVE,0.9974778294563293
work is so slow so it makes the days go by super duper slow,NEGATIVE,0.9992358684539795
"Today my wife, our friend Jim and I attended a class at Ohio State. History with Professor Rivers. He talked about US politics in the 60's, 70's and 80's. I learned a lot.",POSITIVE,0.9820371866226196
I was happy to have a good conversation with my dauighter.  I like keep up with everything she's doing since she lives out of town now.  I'm very proud of her and how her career is progressing.,POSITIVE,0.8864931464195251
"I had to work an 8 hour shift yesterday. It was by far the most time I dedicated to any single thing. It took up a lot of my time, but it was fairly boring. There were a few times where I got frustrated by the workload or irritated by my manager, but it was fairly dull. It sticks out in my mind because it took such a huge chunk of my day. It made me feel bored most of the time. I did feel pretty laid back; I wasn't very active, but I also kind of felt like I wasn't getting the most out of life. I felt like I was just going through the motions and just doing something merely to pay bills. It wasn't very stressful and didn't cause me a lot of grief or anything, but it was very time-consuming and dull.",NEGATIVE,0.999992847442627
I worked a lot of hours yesterday. It was exhausting.,NEGATIVE,0.999866247177124
"Yesterday I spent about an hour reading articles and watching videos on like about nutrition.  I was particularly interested in learning more about the food classification, FODMAP.  I began to finally start to make sense of the classification.  I'm so glad that it is getting easier for me to understand this important concept.",POSITIVE,0.9917404651641846
i could not find much work yesterday on mturk and found it to be frustrating,NEGATIVE,0.9994798302650452
My husband is the most important thing in my life. He makes me feel loved and secure.,POSITIVE,0.9988676309585571
My work yesterday was boring and frustrating,NEGATIVE,0.999427318572998
"I talked to my mom about things in general, it's always good to talk to mom.",POSITIVE,0.9864121675491333
I knew God would help me through whatever was going on and so I didn't have to be anxious,POSITIVE,0.9950749278068542
I like reading the Bible and studying the word of God because I think it makes me a better Christian.,POSITIVE,0.9778919219970703
"I started sending messages to a female acquaintance I am attracted to and to my pleasant surprise, she responded. We had a friendly conversation about what we've been doing recently and I'm working up the courage to ask her out.",POSITIVE,0.9655708074569702
I just had a very busy day where I worked non-stop until the evening. It made me feel anxious as I felt I had so much to do,NEGATIVE,0.9335747361183167
I watched a great movie yesterday that was very exiting.,NEGATIVE,0.8971759676933289
I got a lot accomplished at work that I didn’t think I’d get done. At the end of the day I felt very proud of myself even after feeling anxious earlier in the day due to all the people stopping by my office to talk.,POSITIVE,0.9972149133682251
I watched Survivor last night and the masked singer.  Love both of those shows.,POSITIVE,0.9957197308540344
"When I was cooking, I was thinking about family and it made me feel comforted by the great family I was blessed to be a part of.  It made me feel secure, comforted and happy.",POSITIVE,0.9977056384086609
i got a new position,POSITIVE,0.9948781728744507
I love my family.My partner always co operate with me.She give more confidence for me.,POSITIVE,0.9932963252067566
My health is not in good condition. I am still young but my dentals are terrible. I have arthritis and muscle pains. I've lived this life to years now already.,NEGATIVE,0.9997666478157043
"Work was very frustrating and a lot is being dumped on me due to so many people leaving.  I had a meeting with my supervisor and another supervisor and coworker to try to distribute the work, but all-in-all nothing happened.",NEGATIVE,0.9999606609344482
"Since work went so well yesterday, I had lots of time to myself. I caught up on some of my Netflix shows and I was able to catch new episodes at night.",POSITIVE,0.9993925094604492
I bought some bread today. I haven't eaten bread in a couple weeks. I toasted it and put butter and cheese on it. It tasted good and it satisfied my hunger.,POSITIVE,0.9998981952667236
I always feel anxious but yesterday was fine at work. Just the usual struggle of finding things to do between projects and assignments. It was a fairly uneventful day after finishing my morning duties.,NEGATIVE,0.9993384480476379
My daughter is having marital problems and is staying with me. Upset about them.,POSITIVE,0.9334025382995605
"I was proud of my son yesterday.  He has been struggling with a lot of issues but in the last few days has really gotten a lot accomplished.  He even went out and jogged yesterday afternoon, and this was after a long and not-fun dental appointment.",POSITIVE,0.7574403285980225
"I'm also self-employed for my ""day job"" as a freelance web developer. I completed a project yesterday that had been going on since last February. It wasn't a particularly big or complicated project it just was put on hold and delayed so many times by the client. We've finally been collaborating since the new year began on getting it over with - and yesterday it was finally completed. I'm very glad to have it off my plate I certainly don't like things lingering that long. (I'm also happy that I can collect on the balance of my pay!)",POSITIVE,0.8057901859283447
The disease also has the side effect of neuritis in my feet and the pain sometimes prevents me from a good nights sleep and this is very frustrating.,NEGATIVE,0.9998974800109863
I felt good lifting weights and then going for a long walk around my neighborhood.,POSITIVE,0.9957055449485779
I was enjoying some down time with friends after church last night. We just sat around and were catching up with each other.,POSITIVE,0.6533883213996887
I spent a lot of time with my wife and my little daughter,POSITIVE,0.9975059628486633
Work was pretty boring yesterday but it took up most of my day. It was okay. Nothing much really happened. It made me feel bored.,NEGATIVE,0.9999456405639648
"After talking with someone, they suggested I had pulled a muscle and to take some advil. I took their advice and felt relief quickly. I feel so happy and relieved that it is not anything serious.",POSITIVE,0.9993106126785278
"I started working out again. I have been feeling out of shape but since it is winter, I want to start working out again. I feel happy and strong now.",POSITIVE,0.9987521171569824
I forgot to tell my friend I could not make it to dinner and had to white lie.,NEGATIVE,0.9795969724655151
I went running in the morning. It was a great way to start my day and get my thoughts together,POSITIVE,0.9957291483879089
my friend motivates me and makes my life keep going,POSITIVE,0.9976790547370911
"When I do not have meetings, I like to take my dog with me to the office. She is young but she is fun. I work in a warehouse type setting and let my dog run in the warehouse. SHe gets so tired and then sleeps for an hour. However, she is not potty trained... so that stinks.",NEGATIVE,0.999841570854187
I was able to get a lot done yesterday at work and I was very productive.,POSITIVE,0.9971290230751038
"I had a railcar loading improvement project meeting.  Several people wanted to change the scope of the project, which would be difficult at this stage of the project.",NEGATIVE,0.9609253406524658
"I got to speak with a couple of my sisters and catch up a little bit.  It felt really good to talk to them and know what is going on in their lives.  I miss them when so much time goes by, but it was great to just catch up.  I was happy about that.",POSITIVE,0.992685079574585
It was long and tiring.,NEGATIVE,0.9997884631156921
I had a good work out.,POSITIVE,0.8423145413398743
I did my normal day workout for an hour and a half and saw the gains I have been making which makes me extremely grateful for the effort I have been able to put in and for the work I have done.,POSITIVE,0.9986754059791565
"My picky son asked for a meatball for dinner. This is a bog deal, as he doesnt like new foods and I finally convinced him to eat one",NEGATIVE,0.9440404176712036
I spoke with my husband. He said he has not been feeling well. He feels like he needs to change some habits. I said I would help him with whatever he needed.,NEGATIVE,0.9987475872039795
"work was extremely busy yesterday, we were slammed with jobs, so it was pretty anxiety ridden.",NEGATIVE,0.9963868856430054
Got a little blood pumping and felt good with light exercise as I've been exercising less and less lately.,POSITIVE,0.9965787529945374
"I ate at a restaurant with a friend. However, when mt salad arrived, it had bacon and bleu cheese all over it. I failed to notice that was listed on the menu, and had to spend some time picking all of it off. I don't eat red meat or moldy cheese. After I did that, though, the salad was very good.",NEGATIVE,0.9996156692504883
A few annoying patients made the day go by slowly and with moderate amounts of frustration.,NEGATIVE,0.9982137680053711
My partner got a call to do a job for a contractor he had worked for in the past. His day to day contractor had canceled the work for today and the new contractor needed some work done. My partner will be paid three times the amount of money working for the new contractor.,NEGATIVE,0.8418492078781128
It was a major activity for me because I am sick at the moment,NEGATIVE,0.5294879674911499
I like to take care of my health and cook all of my meals. It is something that I like to do very much. Being healthy is very important to me and I take care of my health each day.,POSITIVE,0.9801218509674072
My blood test panel came back fine. I don't have any issues. That's very important to me.,POSITIVE,0.9978764057159424
"I ate a delicious pizza from World Market. They were on sale the other day. It had a white sauce, but it was super good. I was impressed.",POSITIVE,0.9993663430213928
I drove to the nearest town. It made me sad. I was thinking about my ex.,NEGATIVE,0.9622853398323059
I was excited and calm at the same time. It was due to a meeting that was to be the bridge to my promotion.,POSITIVE,0.9652963876724243
I went shopping and bought some healthy foods. More fruits and vegetables. I felt really good because this helps me to stick to my diet and eat healthier.,POSITIVE,0.9934279322624207
I was enjoying the time and day with my youngest grandson.  He is a blessing from God and I love him so much.,POSITIVE,0.9779554009437561
I ate a sandwich that I enjoyed for lunch. It was very delicious and satisfying. I was looking forward to eating it.,POSITIVE,0.9987397789955139
I waste 2 hours watching the worst move ever,NEGATIVE,0.9999959468841553
"I got my grade back for my first big assignment in my theory class. I made a 100. It really surprised me, as the theories are difficult to grasp, and it's basically a two page paper. over different things throughout the chapter. I expected to do reasonably well because I studied and put a lot of effort into it but the 100 was better than I expected.",NEGATIVE,0.7994661927223206
I have changed some dietary habits since the new year and someone told me yesterdat that I was just a little thinner.  I have a ways to go  but it is a good start,NEGATIVE,0.8619222044944763
"Running on the treadmill last night I ran quicker than I've done for a number of years.  I have a goal in mind to reach by the end of the year, and this was a major step towards reaching it.",POSITIVE,0.9996861219406128
Exercise was important because it was a nice day outside and I took some time to myself to just enjoy it.,POSITIVE,0.997626006603241
"I managed to squeeze in seven hours of sleep last night, which is pretty rare for me these days.",NEGATIVE,0.7094528675079346
Felt good to get the week done with. Also pleased,POSITIVE,0.9941778182983398
Made a new recipe today and it turned out tasting really well. Will have to remember to put it into my repertoire more often.,POSITIVE,0.9993828535079956
I am proud of my family for all that they do they bring joy to my life,POSITIVE,0.990064799785614
I am lucky to have a job that I enjoy and I am able to get paid for work that i like and that is rewarding in seeing disabled students succeed.,POSITIVE,0.9827372431755066
teresa finally called back and it took her all of 10 minutes to get worked up again. I'm a about sick of this yeast and bi-polar  BS. I'll just handle it like the last 27 years. These autumn/holidays annual depressions are so predictable. She was rewriting history again. I wish she would quit taking every subtle difference of opinion as a personalttack!,NEGATIVE,0.9999524354934692
god gives me a sense of comfort and hope throughout the days.,POSITIVE,0.9987263083457947
Sleeping makes me feel energized and prepared for the next things to come. Which makes me less anxious overall.,POSITIVE,0.9998458623886108
"Work has been so busy, I find it hard to keep up and manage. I cannot wait until my vacation in December - I need the time off badly.",NEGATIVE,0.9967687129974365
"My husband is out of town for a couple of days...I don't like it when he needs to leave (to take care of our cottage); I am more productive when he is here (odd, I know, but I tend to be rather aimless when he is gone, at least on the first day.) But we talked in the evening and that settled me, and he is coming home today, so feeling more upbeat.",NEGATIVE,0.9715174436569214
Dinner time is usually at 6pm and there was nothing available to make a complete meal. It made me feel anxious trying to find something for everyone when there was nothing as far as meat to cook because the meat was frozen. Everyone wound up having individual meals like sandwiches or noodles. to find something to cook for everyone in a short time. Another family member said they were going to make the dinner but by time 6pm was coming closer I did not,NEGATIVE,0.9997960925102234
"I was at work for most of yesterday and was fairly busy. I was anxious to meet a deadline; however, the work was mind numbing data entry stuff. It took up the bulk of my time and mental energy.",NEGATIVE,0.9999330043792725
"My husband and I worked on painting our new home last night. We spent about 4 hours together just laughing, cracking jokes, catching up on life. It was refreshing and brought us closer.",POSITIVE,0.9998729228973389
"A discussion with my daughter about having her spend more time in my home, working from her computer. It was important to me because I could help her with some of her bad habits. I will be proud to do so and happy that she is considering doing it.",POSITIVE,0.9874716401100159
"It was just a walk in the park with my dogs, but the air has started to change here, it is gloomy but charged, like it's just about to rain, and because the weather was dreary, we had the park to ourselves. Nice time for reflection.",POSITIVE,0.9953488707542419
"I'm working on a short story in my free time. I find it very difficult, but am chipping away at it. I spent about a half hour on it yesterday. I'm not sure I improved it at all or added much, but I'm glad I'm staying close to the piece.",NEGATIVE,0.6159651279449463
My whole day is ruined if I don't sleep properly so making sure I go to bed on time and be well rested is super important.,NEGATIVE,0.817823588848114
I had a great nigiht’s sleep yesterday night. I haven’t been sleeping well lately so it really made me appreciate the importance of sleeping well. I slept for at least five hours straight through without awakening once. I felt very rested after the great night’s sleep and sense of peace and calm.,POSITIVE,0.9989238381385803
The dinner I made last night is my family's favorite. I love that I can cook for them and it makes them happy.,POSITIVE,0.9941006302833557
